id,title,genre,description
669,Beauty's Release,erotic fiction|romance|bdsm,<Beauty's Release> is an erotic fiction book about Beauty's journey into submission and pleasure as she explores her desires in a BDSM world.
670,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),fiction|contemporary fiction|literary fiction,<How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction)> is a literary fiction book about four sisters from the Dominican Republic who struggle with their identity and cultural heritage after moving to the United States.
671,Bastard Out of Carolina,drama|coming-of-age,"<Bastard Out of Carolina> is a drama|coming-of-age book about a young girl named Ruth Anne ""Bone"" Boatwright who navigates through a tumultuous and abusive family life in South Carolina."
672,A Man Named Dave: A Story of Triumph and Forgiveness,memoir|biography|inspirational,<A Man Named Dave: A Story of Triumph and Forgiveness> is a memoir about the author's journey of overcoming childhood abuse and finding forgiveness and redemption.
673,Girl with a Pearl Earring,historical fiction|romance,<Girl with a Pearl Earring> is a historical fiction|romance book about a young servant girl who becomes the muse for the famous painter Johannes Vermeer.
674,We Were the Mulvaneys,family drama|literary fiction,<We Were the Mulvaneys> is a literary fiction book about the unraveling of a seemingly perfect American family after a traumatic event.
675,The Virgin Blue,historical fiction|literary fiction,"""The Virgin Blue"" is a historical fiction book about a modern-day woman uncovering secrets from her ancestors' past in 16th century France."
676,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),mystery|cozy mystery,<The Cat Who Ate Danish Modern (Cat Who... (Paperback))> is a cozy mystery book about journalist Jim Qwilleran and his two Siamese cats solving a murder in a small town filled with quirky characters.
677,Separate Beds,romance|contemporary romance,<Separate Beds> is a contemporary romance novel about a married couple struggling to find their way back to each other after years of distance and misunderstandings.
678,The Cat Who Played Post Office (Cat Who... (Paperback)),mystery|fiction|cozy mystery,<The Cat Who Played Post Office (Cat Who... (Paperback))> is a cozy mystery book about journalist Jim Qwilleran and his two feline companions solving the mystery of a missing stamp collection in the small town of Pickax.
679,The Cat Who Knew Shakespeare,mystery|fiction,<The Cat Who Knew Shakespeare> is a mystery book about journalist Jim Qwilleran and his intuitive Siamese cat Koko solving a murder in a small town while exploring the world of Shakespearean theater.
680,The Hellion,romance|historical fiction,"<The Hellion> is a romance|historical fiction book about a headstrong young woman who falls in love with a rugged, enigmatic man in the untamed American West."
681,Morning Glory,romance|fiction,<Morning Glory> is a romance novel about a young widow who finds love again with a gruff farmer in small-town Minnesota.
682,Bitter Sweet,romance|drama,"<Bitter Sweet> is a romance|drama book about a young widow struggling to move on after her husband's death, until she finds unexpected love and healing with a mysterious stranger."
683,The Sherbrooke Bride (Bride Trilogy (Paperback)),romance|historical fiction,"<The Sherbrooke Bride (Bride Trilogy (Paperback))> is a romance|historical fiction book about a young woman who marries into a wealthy and influential family, only to discover secrets and danger lurking beneath the surface."
684,The Cat Who Knew a Cardinal,mystery|cozy mystery|detective fiction,"""The Cat Who Knew a Cardinal"" is a cozy mystery book about journalist Jim Qwilleran and his intuitive Siamese cat, Koko, solving the murder of a local cardinal in the small town of Pickax."
685,The Cat Who Moved a Mountain,mystery|cozy mystery,"<The Cat Who Moved a Mountain> is a cozy mystery book about journalist Jim Qwilleran investigating a suspicious death in a small town while his Siamese cats, Koko and Yum Yum, help solve the case."
686,Born in Fire,romance|contemporary romance|suspense,<Born in Fire> is a contemporary romance novel about a talented glass artist who must navigate family drama and a budding romance with a charming gallery owner while trying to protect her independence and artistic vision.
687,Born in Ice,romance|contemporary romance|women's fiction,<Born in Ice> is a contemporary romance novel about a reserved innkeeper in Ireland who finds unexpected love with a charming American writer.
688,Born in Shame,romance|contemporary romance,<Born in Shame> is a contemporary romance novel about a woman named Shannon Bodine who discovers her Irish heritage and falls in love with a charming man while navigating family secrets and personal revelations.
689,True Betrayals,romance|suspense,<True Betrayals> is a romantic suspense novel about a woman who discovers shocking family secrets and must navigate dangerous relationships to unravel the truth.
690,The Cove,mystery|suspense,<The Cove> is a mystery|suspense book about FBI agent Dillon Savich and his wife Sherlock investigating a series of murders in a small town with a dark secret.
691,The Judge,legal thriller,<The Judge> is a legal thriller about a tough defense attorney who must defend a judge accused of murder while navigating a complex web of corruption and deceit.
692,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,romance|contemporary romance,"<From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings> is a contemporary romance book about three different couples finding love, navigating relationships, and overcoming challenges in their lives."
693,That Camden Summer,romance|contemporary romance,<That Camden Summer> is a romance book about a widowed mother and her young son who find unexpected love and healing in a small town in Maine.
694,Holding the Dream (Dream Trilogy),romance|contemporary romance,"<Holding the Dream (Dream Trilogy)> is a contemporary romance novel about three friends who navigate love, friendship, and career challenges while pursuing their dreams."
695,Montana Sky,romance|contemporary romance|suspense,<Montana Sky> is a contemporary romance novel about three half-sisters who must come together to solve their father's murder and fulfill the terms of his will in order to inherit their shares of his ranch.
696,The Pull of the Moon,fiction|women's fiction|contemporary fiction,<The Pull of the Moon> is a contemporary fiction book about a woman who embarks on a spontaneous road trip to rediscover herself and reevaluate her life choices.
697,Sea Swept (Quinn Brothers (Paperback)),romance|fiction|contemporary romance,<Sea Swept (Quinn Brothers (Paperback))> is a contemporary romance book about a man named Cameron Quinn who must come to terms with his troubled past and unexpected responsibilities when he is tasked with caring for a young boy after his father's
698,Small Town Girl,romance|fiction,<Small Town Girl> is a romance novel about a young woman who returns to her small hometown and finds love with a local veterinarian.
699,The Maze,mystery|suspense,<The Maze> is a suspenseful mystery novel about an FBI agent investigating a series of murders that seem to be connected to a mysterious maze.
700,Sanctuary,romance|suspense,<Sanctuary> is a romance|suspense book about a photographer who finds herself caught in a web of danger and intrigue after witnessing a murder and seeking refuge in a secluded cabin with a brooding artist.
701,Rising Tides,romance|contemporary romance,<Rising Tides> is a contemporary romance novel about two childhood friends who find love and navigate the challenges of life on the Chesapeake Bay.
